id,pitch_tag,rhythm_tag,mode,beat,key_signature
1206,"['HC', 'G', 'HD', 'B', 'HC', 'HC', 'B', 'HC', 'A', 'G', 'G', 'B', 'A', 'HC', 'B', 'HC', 'G', 'HD', 'B', 'HC', 'E', 'D', 'D', 'C']","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]",Ckey,2/2,Treble
1207,"['G', 'HC', 'B', 'HD', 'HC', 'HE', 'HD', 'HD', 'B', 'A', 'HC', 'B', 'A', 'G', 'G', 'B', 'A', 'HC', 'B', 'HD', 'HC', 'HC', 'G', 'A', 'HD', 'HC', 'B', 'HC']","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 2.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",Ckey,2/2,Treble
1208,"['HC', 'HD', 'HE', 'HC', 'B', 'HC', 'HD', 'B', 'HC', 'HD', 'HE', 'HC', 'HD', 'HC', 'B', 'HD', 'HC', 'B', 'HC', 'G', 'HD', 'HC', 'HD', 'B', 'HC', 'B', 'HC', 'A', 'G', 'G', 'A', 'B', 'G', 'HC', 'B', 'HC', 'G', 'A', 'G', 'F', 'A', 'HD', 'A', 'HD', 'HC', 'B', 'HC', 'HD', 'B', 'HC', 'B', 'HC', 'G', 'A', 'HC', 'B', 'HD', 'HC']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 1.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 1.0]",Ckey,2/2,Treble
1209,"['C', 'E', 'G', 'A', 'HC', 'G', 'F', 'G', 'E', 'F', 'G', 'E', 'D', 'E', 'D', 'C', 'E', 'G', 'A', 'HC', 'G', 'F', 'G', 'E', 'F', 'G', 'E', 'F', 'D', 'C', 'D', 'E', 'F', 'E', 'F', 'G', 'G', 'A', 'F', 'G', 'E', 'F', 'D', 'D', 'E', 'F', 'E', 'F', 'G', 'G', 'A', 'G', 'F', 'A', 'G', 'E', 'G', 'F', 'D']","[0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 1.0]",Ckey,2/2,Treble
1210,"['G', 'HC', 'HE', 'HD', 'HC', 'B', 'HD', 'B', 'G', 'E', 'G', 'HC', 'HC', 'B', 'A', 'HD', 'B', 'HD', 'HC', 'B', 'A', 'G', 'G', 'E', 'F', 'G', 'A', 'G', 'F', 'D', 'E', 'F', 'G', 'F', 'E', 'G', 'HC', 'A', 'HD', 'HC', 'B', 'HD', 'G', 'E', 'G', 'HC', 'G', 'HC', 'HE', 'HD', 'F', 'A', 'HD', 'HC', 'B', 'HC']","[0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 2.5, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 1.0]",Ckey,2/2,Treble
1211,"['G', 'HC', 'HE', 'HD', 'HC', 'B', 'HD', 'B', 'G', 'E', 'G', 'HC', 'HC', 'B', 'A', 'HD', 'B', 'HD', 'HC', 'B', 'A', 'G', 'G', 'E', 'F', 'G', 'A', 'G', 'F', 'D', 'E', 'F', 'G', 'F', 'E', 'G', 'HC', 'A', 'HD', 'HC', 'B', 'HD', 'G', 'E', 'G', 'HC', 'G', 'HC', 'HE', 'HD', 'F', 'A', 'HD', 'HC', 'B', 'HC']","[0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 1.25, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 1.0]",Ckey,2/2,Treble
1212,"['G', 'HC', 'HE', 'HD', 'HC', 'B', 'HD', 'B', 'G', 'E', 'G', 'HC', 'HC', 'B', 'A', 'HD', 'B', 'HD', 'HC', 'B', 'A', 'G', 'G', 'E', 'F', 'G', 'A', 'G', 'F', 'D', 'E', 'F', 'G', 'F', 'E', 'G', 'HC', 'A', 'HD', 'HC', 'B', 'HD', 'G', 'E', 'G', 'HC', 'G', 'HC', 'HE', 'HD', 'F', 'A', 'HD', 'HC', 'B', 'HC']","[0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.625, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.125, 0.5]",Ckey,2/2,Treble
1213,"['HC', 'G', 'E', 'F', 'G', 'A', 'B', 'HC', 'HD', 'HC', 'B', 'HC', 'HD', 'B', 'HC', 'HD', 'HE', 'HC', 'HE', 'HD', 'HC', 'B', 'A', 'HC', 'B', 'B', 'A', 'G', 'A', 'B', 'G', 'A', 'B', 'HC', 'B', 'A', 'B', 'HC', 'A', 'B', 'HC', 'B', 'HC', 'HD', 'B', 'HC', 'B', 'HC', 'A', 'G', 'HD', 'HC', 'B', 'A', 'B', 'HC', 'B', 'A', 'G', 'A', 'G', 'F', 'E', 'C', 'E', 'F', 'G', 'A', 'B', 'HC', 'HD', 'B', 'HC', 'G', 'E', 'F', 'G', 'A', 'B', 'HC', 'HD', 'HC', 'B', 'HC', 'HD', 'B', 'HC', 'HD', 'HE', 'HC', 'HE', 'HD', 'HC', 'A', 'HD', 'B', 'HC']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 1.0, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 1.0, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 1.0, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 1.0]",Ckey,2/2,Treble
1214,"['G', 'HC', 'E', 'E', 'G', 'C', 'HD', 'B', 'HC', 'HD', 'B', 'HC', 'A', 'G', 'F', 'E', 'E', 'D', 'B', 'HD', 'G', 'A', 'HC', 'D', 'E', 'D', 'HC', 'B', 'A', 'HC', 'B', 'A', 'G', 'G', 'G', 'G', 'HE', 'HC', 'B', 'A', 'G', 'G', 'G', 'G', 'HE', 'HD', 'HC', 'B', 'A', 'G', 'G', 'HC', 'E', 'E', 'G', 'C', 'HD', 'B', 'HC', 'HD', 'B', 'HC', 'A', 'F', 'E', 'D', 'C', 'C', 'C', 'C', 'A', 'F', 'E', 'D', 'C', 'C', 'C', 'C', 'A', 'G', 'F', 'E', 'D', 'C', 'B', 'HC', 'HD', 'HC', 'B', 'HC', 'HD', 'HC', 'C', 'C', 'C']","[0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.5, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 1.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.5, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.5, 0.25, 0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 1.0, 0.5, 0.5, 1.0]",Ckey,2/2,Treble
1215,"['G', 'A', 'HC', 'HD', 'HC', 'G', 'A', 'F', 'E', 'D', 'G', 'A', 'HC', 'HD', 'HC', 'A', 'F', 'D', 'D', 'C', 'G', 'B', 'HD', 'HD', 'A', 'HC', 'B', 'A', 'G', 'D', 'G', 'B', 'HD', 'HD', 'HC', 'HC', 'B', 'A', 'G', 'A', 'B', 'A', 'G', 'A', 'B', 'A', 'G', 'G']","[0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",Ckey,2/4,Treble
1216,"['G', 'A', 'B', 'HC', 'B', 'A', 'G', 'F', 'E', 'F', 'E', 'A', 'G', 'F', 'E', 'D', 'G', 'A', 'B', 'HC', 'B', 'A', 'G', 'F', 'E', 'F', 'E', 'A', 'F', 'E', 'D', 'C', 'G', 'HC', 'B', 'G', 'HD', 'HC', 'G', 'HC', 'B', 'G', 'HD', 'HC', 'B', 'HD', 'HC', 'B', 'A', 'A', 'HC', 'B', 'A', 'G', 'A', 'B', 'HD', 'HC', 'B', 'A', 'A', 'HC', 'B', 'A', 'G', 'HC', 'B', 'A', 'G', 'HC', 'B', 'A', 'G', 'HC', 'B', 'HC', 'A', 'B', 'G', 'A', 'G', 'A']","[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.25, 0.125, 0.125, 0.5, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.25, 0.25, 0.125, 0.125, 0.25, 0.25, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",Ckey,2/4,Treble
1217,"['C', 'E', 'D', 'F', 'E', 'G', 'HC', 'B', 'A', 'HC', 'B', 'HD', 'HC', 'B', 'A', 'G', 'A', 'G', 'B', 'HD', 'HC', 'G', 'HD', 'G', 'E', 'G', 'HC', 'G', 'HE', 'HD', 'HC', 'HD', 'B', 'HC']","[0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.125, 0.125, 0.125, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.125, 0.125, 0.5]",Ckey,2/4,Treble
1218,"['HC', 'B', 'HC', 'G', 'HD', 'HE', 'HD', 'A', 'HD', 'HC', 'B', 'A', 'G', 'HC', 'B', 'HC', 'A', 'G', 'F', 'E', 'D', 'HC', 'B', 'HC', 'G', 'HC', 'HD', 'HC', 'B', 'A', 'HD', 'HE', 'HD', 'HC', 'B', 'G', 'B', 'A', 'A', 'HD', 'HC', 'HD', 'HC', 'B', 'HC', 'B', 'G', 'B', 'A', 'G', 'B', 'HD', 'HC', 'A', 'B', 'G', 'HC', 'B', 'HC', 'G', 'HD', 'HE', 'HD', 'A', 'HD', 'HC', 'B', 'A', 'G', 'HC', 'A', 'F', 'E', 'D', 'C', 'F', 'E', 'A', 'G', 'HC', 'B', 'HD', 'HC']","[0.75, 0.25, 0.5, 0.5, 0.75, 0.25, 0.5, 0.5, 0.5, 0.125, 0.125, 0.125, 0.125, 0.75, 0.125, 0.125, 0.25, 0.25, 0.25, 0.25, 1.0, 0.75, 0.25, 0.5, 0.5, 0.125, 0.125, 0.125, 0.125, 0.5, 0.125, 0.125, 0.125, 0.125, 0.5, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.125, 0.125, 0.125, 0.125, 0.5, 0.75, 0.25, 0.75, 0.25, 0.5, 0.125, 0.125, 0.125, 0.125, 1.0, 0.75, 0.25, 0.5, 0.5, 0.75, 0.25, 0.5, 0.5, 0.5, 0.125, 0.125, 0.125, 0.125, 0.75, 0.125, 0.125, 0.5, 0.5, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 2.0]",Ckey,4/4,Treble
1221,"['HC', 'B', 'HC', 'A', 'G', 'F', 'E', 'B', 'HC', 'HD', 'HE', 'HC', 'B', 'A', 'G', 'HC', 'B', 'HC', 'A', 'HD', 'HC', 'B', 'E', 'G', 'HC', 'B', 'A', 'G', 'B', 'G', 'A', 'B', 'HC', 'G', 'E', 'G', 'F', 'A', 'G', 'F', 'E', 'F', 'G', 'B', 'G', 'A', 'B', 'HC', 'G', 'E', 'G', 'F', 'D', 'E', 'F', 'D', 'G', 'A', 'B', 'HC', 'G', 'HC', 'B', 'A', 'HD', 'A', 'HD', 'HC', 'B', 'HE', 'B', 'HE', 'HD', 'HC', 'A', 'HD', 'HC', 'B', 'HC', 'A', 'F', 'E', 'D', 'C']","[0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.5, 0.375, 0.125, 0.375, 0.125, 0.25, 0.125, 0.125, 0.5, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.5, 0.25, 0.125, 0.125, 0.25, 0.25, 1.0, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.5, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.625, 0.125, 0.125, 0.125, 0.375, 0.125, 0.25, 0.25, 1.0, 0.375, 0.125, 0.25, 0.25, 1.0, 0.375, 0.125, 0.25, 0.25, 1.0, 0.375, 0.125, 0.25, 0.25, 1.0, 0.375, 0.125, 0.25, 0.25, 1.0]",Ckey,4/4,Treble
1222,"['HC', 'B', 'HC', 'HD', 'HE', 'HC', 'HD', 'HC', 'B', 'A', 'G', 'HC', 'B', 'HC', 'HD', 'HE', 'HD', 'HE', 'HC', 'B', 'HC', 'HD', 'B', 'HC', 'G', 'A', 'G', 'F', 'E', 'F', 'G', 'A', 'G', 'F', 'E', 'G', 'E', 'F', 'G', 'A', 'B', 'HC', 'A', 'HD', 'HE', 'HD', 'HC', 'B', 'HD', 'HC', 'B', 'HD', 'HC', 'B', 'HC', 'A', 'B', 'HC', 'B', 'A', 'G']","[0.375, 0.125, 0.375, 0.125, 0.5, 0.5, 0.375, 0.125, 0.375, 0.125, 1.0, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 1.0, 0.375, 0.125, 0.375, 0.125, 0.5, 0.5, 0.375, 0.125, 0.375, 0.125, 1.0, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 1.0, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 0.375, 0.125, 1.0]",Ckey,4/4,Treble
1223,"['E', 'F', 'G', 'A', 'G', 'A', 'G', 'F', 'E', 'D', 'E', 'F', 'G', 'F', 'G', 'F', 'E', 'D', 'E', 'F', 'G', 'A', 'G', 'A', 'G', 'F', 'E', 'F', 'A', 'G', 'F', 'E', 'D', 'F', 'E', 'D', 'C', 'C', 'D', 'E', 'F', 'G', 'A', 'B', 'HC', 'B', 'HD', 'HC', 'B', 'A', 'G', 'F', 'E', 'D', 'C', 'C', 'D', 'E', 'F', 'G', 'A', 'B', 'HC', 'B', 'HD', 'HC', 'B', 'A', 'G', 'F', 'E', 'D', 'C', 'C', 'E', 'G', 'E', 'C', 'C', 'E', 'G', 'E', 'C', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G', 'F', 'E', 'F', 'G', 'F', 'E', 'F', 'G', 'A', 'G', 'F', 'E', 'G', 'F', 'E', 'D', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'E', 'D', 'E', 'F', 'G', 'F', 'E', 'F', 'G', 'F', 'E', 'F', 'G', 'A', 'G', 'F', 'E', 'G', 'F', 'E', 'D']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.5, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.75, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.25, 0.0625, 0.0625, 0.0625, 0.0625, 0.75]",Ckey,3/4,Treble
1224,"['HC', 'B', 'HC', 'HD', 'HE', 'HC', 'HD', 'HC', 'B', 'A', 'G', 'HC', 'B', 'HC', 'HD', 'HE', 'HD', 'HE', 'HC', 'B', 'HC', 'HD', 'B', 'HC', 'G', 'A', 'G', 'F', 'E', 'F', 'G', 'A', 'G', 'F', 'E', 'G', 'E', 'F', 'G', 'A', 'B', 'HC', 'A', 'HD', 'HE', 'HD', 'HC', 'B', 'HD', 'HC', 'B', 'HD', 'HC', 'B', 'HC', 'A', 'B', 'HC', 'B', 'A', 'G']","[0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.5, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.5, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.5, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.5, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.5]",Ckey,4/4,Treble
1225,"['HC', 'G', 'HC', 'G', 'HC', 'HD', 'G', 'HD', 'G', 'HD', 'E', 'G', 'HC', 'B', 'A', 'HD', 'HC', 'B', 'HC', 'G', 'HC', 'G', 'HC', 'HD', 'G', 'HD', 'G', 'HD', 'G', 'HC', 'B', 'HD', 'HC', 'A', 'G', 'HD', 'HC', 'B', 'A', 'G', 'HD', 'HC', 'B', 'A', 'G', 'F', 'G', 'F', 'G', 'E', 'G', 'D', 'HD', 'HC', 'B', 'A', 'G', 'HD', 'HC', 'B', 'A', 'G', 'F', 'G', 'F', 'G', 'E', 'G', 'D', 'HC', 'G', 'HC', 'G', 'HC', 'HD', 'G', 'HD', 'G', 'HD', 'E', 'G', 'HC', 'B', 'A', 'HD', 'HC', 'B', 'C', 'C', 'D', 'D', 'E', 'E', 'F', 'G', 'A', 'B', 'HC', 'A', 'G', 'HC', 'HE', 'HC', 'HD', 'B', 'HC', 'A', 'HD', 'HC', 'HE', 'HD', 'B', 'HC', 'A', 'F', 'E', 'G', 'F', 'D', 'C']","[0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.5, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.75, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.75, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.75, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.5, 0.25, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.75, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.75, 0.1875, 0.0625, 0.1875, 0.0625, 0.1875, 0.0625, 0.75]",Ckey,3/4,Treble
